last,first,name,height,DOB,homeTown,year,team,city,state,country
Burlington,Bill,Bill Burlington,- ,,"Owen Sound, Ontario",1974,BU,Owen Sound,Ontario,Canada
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1974,BU,Winthrop,Massachusetts,United States
Fidler,Mike,Mike Fidler,5-11,8/19/1956,"Everett, Massachusetts",1974,BU,Everett,Massachusetts,United States
Glover,Jim,Jim Glover,- ,,"Mississauga, Ontario",1974,BU,Mississauga,Ontario,Canada
Kuzyk,Ken,Ken Kuzyk,6-1 ,8/11/1953,"Toronto, Ontario",1974,BU,Toronto,Ontario,Canada
Lowell,Jim,Jim Lowell,- ,,"Glen Head, New York",1974,BU,Glen Head,New York,United States
Marzo,Peter,Peter Marzo,- ,,"Acton, Ontario",1974,BU,Acton,Ontario,Canada
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1974,BU,Boston,Massachusetts,United States
Meagher,Terry,Terry Meagher,- ,,"Belleville, Ontario",1974,BU,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9 ,11/2/1953,"Belleville, Ontario",1974,BU,Belleville,Ontario,Canada
Robbins,Bill,Bill Robbins,- ,11/21/1952,"Belleville, Ontario",1974,BU,Belleville,Ontario,Canada
Russell,Bill,Bill Russell,- ,,"Billerica, Massachusetts",1974,BU,Billerica,Massachusetts,United States
Devlin,Pat,Pat Devlin,- ,,"Milton, Ontario",1974,BU,Milton,Ontario,Canada
Durocher,Brian,Brian Durocher,- ,10/18/1956,"Longmeadow, Massachusetts",1974,BU,Longmeadow,Massachusetts,United States
Bannerman,Chris,Chris Bannerman,- ,,"Elliot Lake, Ontario",1975,BU,Elliot Lake,Ontario,Canada
Boileau,Robert,Robert Boileau,6-0 ,3/25/1957,"Pointe-Claire, Quebec",1975,BU,Pointe-Claire,Quebec,Canada
Brown,Peter,Peter Brown,6-2 ,5/21/1954,"Boston, Massachusetts",1975,BU,Boston,Massachusetts,United States
Dudley,Bob,Bob Dudley,- ,10/07/1955,"Belleville, Ontario",1975,BU,Belleville,Ontario,Canada
Fay,Gary,Gary Fay,- ,10/23/1955,"Brookline, Massachusetts",1975,BU,Brookline,Massachusetts,United States
Fox,John,John Fox,- ,03/30/1956,"Willowdale, Ontario",1975,BU,Willowdale,Ontario,Canada
Gryp,Jerry,Jerry Gryp,5-10,7/27/1952,"Chatham, Ontario",1975,BU,Chatham,Ontario,Canada
O'Callahan,Jack,Jack O'Callahan,6-1 ,6/24/1957,"Charlestown, Massachusetts",1975,BU,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,- ,,"Lynn, Massachusetts",1975,BU,Lynn,Massachusetts,United States
Sunderland,Bob,Bob Sunderland,6-2 ,3/27/1955,"Braintree, Massachusetts",1975,BU,Braintree,Massachusetts,United States
Buckton,Bill,Bill Buckton,- ,,"Southampton, Ontario",1975,BU,Southampton,Ontario,Canada
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1975,BU,Winthrop,Massachusetts,United States
Fidler,Mike,Mike Fidler,5-11,8/19/1956,"Everett, Massachusetts",1975,BU,Everett,Massachusetts,United States
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1975,BU,Meriden,Connecticut,United States
Kuzyk,Ken,Ken Kuzyk,6-1 ,8/11/1953,"Toronto, Ontario",1975,BU,Toronto,Ontario,Canada
Marden,Matt,Matt Marden,- ,06/24/1956,"Malden, Massachusetts",1975,BU,Malden,Massachusetts,United States
Marzo,Peter,Peter Marzo,- ,,"Acton, Ontario",1975,BU,Acton,Ontario,Canada
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1975,BU,Boston,Massachusetts,United States
Meagher,Terry,Terry Meagher,- ,,"Belleville, Ontario",1975,BU,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9 ,11/2/1953,"Belleville, Ontario",1975,BU,Belleville,Ontario,Canada
Mullen,Mickey,Mickey Mullen,- ,06/28/1956,"Sarnia, Ontario",1975,BU,Sarnia,Ontario,Canada
Mullins,Vince,Vince Mullins,- ,07/22/1955,"Tecumseh, Ontario",1975,BU,Tecumseh,Ontario,Canada
Robbins,Bill,Bill Robbins,- ,11/21/1952,"Belleville, Ontario",1975,BU,Belleville,Ontario,Canada
Devlin,Pat,Pat Devlin,- ,,"Milton, Ontario",1975,BU,Milton,Ontario,Canada
Durocher,Brian,Brian Durocher,- ,10/18/1956,"Longmeadow, Massachusetts",1975,BU,Longmeadow,Massachusetts,United States
Boileau,Robert,Robert Boileau,6-0 ,3/25/1957,"Pointe-Claire, Quebec",1976,BU,Pointe-Claire,Quebec,Canada
Dudley,Bob,Bob Dudley,- ,10/07/1955,"Belleville, Ontario",1976,BU,Belleville,Ontario,Canada
Fay,Gary,Gary Fay,- ,10/23/1955,"Brookline, Massachusetts",1976,BU,Brookline,Massachusetts,United States
Fox,John,John Fox,- ,03/30/1956,"Willowdale, Ontario",1976,BU,Willowdale,Ontario,Canada
Lamby,Dick,Dick Lamby,6-1 ,5/3/1955,"Worcester, Massachusetts",1976,BU,Worcester,Massachusetts,United States
McMahon,Pat,Pat McMahon,- ,,"Winnetka, Illinois",1976,BU,Winnetka,Illinois,United States
Nieland,Scott,Scott Nieland,- ,,"Edina, Minnesota",1976,BU,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1 ,6/24/1957,"Charlestown, Massachusetts",1976,BU,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,- ,,"Lynn, Massachusetts",1976,BU,Lynn,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1976,BU,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1 ,7/1/1955,"Manchester, New Hampshire",1976,BU,Manchester,New Hampshire,United States
Eruzione,Mike,Mike Eruzione,5-10,10/25/1954,"Winthrop, Massachusetts",1976,BU,Winthrop,Massachusetts,United States
Gibson,Steve,Steve Gibson,- ,06/02/1956,"Montreal, Quebec",1976,BU,Montreal,Quebec,Canada
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1976,BU,Meriden,Connecticut,United States
LeBlond,Bill,Bill LeBlond,- ,01/11/1957,"New Canaan, Connecticut",1976,BU,New Canaan,Connecticut,United States
Marden,Matt,Matt Marden,- ,06/24/1956,"Malden, Massachusetts",1976,BU,Malden,Massachusetts,United States
McClellan,John,John McClellan,5-11,7/9/1955,"Boston, Massachusetts",1976,BU,Boston,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9 ,,"Belleville, Ontario",1976,BU,Belleville,Ontario,Canada
Meagher,Rick,Rick Meagher,5-9 ,11/2/1953,"Belleville, Ontario",1976,BU,Belleville,Ontario,Canada
Melanson,John,John Melanson,- ,03/29/1957,"Wakefield, Massachusetts",1976,BU,Wakefield,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,- ,06/28/1956,"Sarnia, Ontario",1976,BU,Sarnia,Ontario,Canada
Mullins,Vince,Vince Mullins,- ,07/22/1955,"Tecumseh, Ontario",1976,BU,Tecumseh,Ontario,Canada
Pidgeon,Mike,Mike Pidgeon,6-2 ,1/27/1958,"Oshawa, Ontario",1976,BU,Oshawa,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1976,BU,Scituate,Massachusetts,United States
Craig,Jim,Jim Craig,6-1 ,5/31/1957,"Easton, Massachusetts",1976,BU,Easton,Massachusetts,United States
Durocher,Brian,Brian Durocher,- ,10/18/1956,"Longmeadow, Massachusetts",1976,BU,Longmeadow,Massachusetts,United States
Boileau,Robert,Robert Boileau,6-0 ,3/25/1957,"Pointe-Claire, Quebec",1977,BU,Pointe-Claire,Quebec,Canada
Fox,John,John Fox,- ,03/30/1956,"Willowdale, Ontario",1977,BU,Willowdale,Ontario,Canada
Lamby,Dick,Dick Lamby,6-1 ,5/3/1955,"Worcester, Massachusetts",1977,BU,Worcester,Massachusetts,United States
Nieland,Scott,Scott Nieland,- ,,"Edina, Minnesota",1977,BU,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1 ,6/24/1957,"Charlestown, Massachusetts",1977,BU,Charlestown,Massachusetts,United States
O'Connor,Brian,Brian O'Connor,- ,,,1977,BU,,,
O'Neill,Bill,Bill O'Neill,- ,,"Lynn, Massachusetts",1977,BU,Lynn,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1977,BU,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1 ,7/1/1955,"Manchester, New Hampshire",1977,BU,Manchester,New Hampshire,United States
Cotter,Bill,Bill Cotter,- ,4/22/1959,"Charlestown, Massachusetts",1977,BU,Charlestown,Massachusetts,United States
Fidler,Mark,Mark Fidler,- ,,"Charlestown, Massachusetts",1977,BU,Charlestown,Massachusetts,United States
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1977,BU,Meriden,Connecticut,United States
Johnson,Todd,Todd Johnson,- ,4/16/1958,"Wayland, Massachusetts",1977,BU,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,- ,,"Beverly, Massachusetts",1977,BU,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,- ,01/11/1957,"New Canaan, Connecticut",1977,BU,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,- ,2/10/1960,"Charleston, Massachusetts",1977,BU,Charleston,Massachusetts,United States
Marden,Matt,Matt Marden,- ,06/24/1956,"Malden, Massachusetts",1977,BU,Malden,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9 ,,"Belleville, Ontario",1977,BU,Belleville,Ontario,Canada
Melanson,John,John Melanson,- ,03/29/1957,"Wakefield, Massachusetts",1977,BU,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1977,BU,Billerica,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,- ,06/28/1956,"Sarnia, Ontario",1977,BU,Sarnia,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1977,BU,Scituate,Massachusetts,United States
Craig,Jim,Jim Craig,6-1 ,5/31/1957,"Easton, Massachusetts",1977,BU,Easton,Massachusetts,United States
Durocher,Brian,Brian Durocher,- ,10/18/1956,"Longmeadow, Massachusetts",1977,BU,Longmeadow,Massachusetts,United States
Wels,Robert,Robert Wels,- ,,,1977,BU,,,
Boileau,Robert,Robert Boileau,6-0 ,3/25/1957,"Pointe-Claire, Quebec",1978,BU,Pointe-Claire,Quebec,Canada
Fox,John,John Fox,- ,03/30/1956,"Willowdale, Ontario",1978,BU,Willowdale,Ontario,Canada
Nieland,Scott,Scott Nieland,- ,,"Edina, Minnesota",1978,BU,Edina,Minnesota,United States
O'Callahan,Jack,Jack O'Callahan,6-1 ,6/24/1957,"Charlestown, Massachusetts",1978,BU,Charlestown,Massachusetts,United States
O'Neill,Bill,Bill O'Neill,- ,,"Lynn, Massachusetts",1978,BU,Lynn,Massachusetts,United States
Whelton,Bill,Bill Whelton,6-1 ,8/28/1958,"Everett, Massachusetts",1978,BU,Everett,Massachusetts,United States
Bethel,John,John Bethel,5-11,1/15/1957,"Montreal, Quebec",1978,BU,Montreal,Quebec,Canada
Corriveau,John,John Corriveau,6-1 ,7/1/1955,"Manchester, New Hampshire",1978,BU,Manchester,New Hampshire,United States
Cotter,Bill,Bill Cotter,- ,4/22/1959,"Charlestown, Massachusetts",1978,BU,Charlestown,Massachusetts,United States
Davies,Rob,Rob Davies,5-9 ,12/18/1958,"Pointe-Claire, Quebec",1978,BU,Pointe-Claire,Quebec,Canada
Fidler,Mark,Mark Fidler,- ,,"Charlestown, Massachusetts",1978,BU,Charlestown,Massachusetts,United States
Goegan,Grant,Grant Goegan,5-11,1/15/1955,"Victoria, British Columbia",1978,BU,Victoria,British Columbia,Canada
Hetnik,Marc,Marc Hetnik,5-10,11/25/1956,"Meriden, Connecticut",1978,BU,Meriden,Connecticut,United States
Johnson,Todd,Todd Johnson,- ,4/16/1958,"Wayland, Massachusetts",1978,BU,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,- ,,"Beverly, Massachusetts",1978,BU,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,- ,01/11/1957,"New Canaan, Connecticut",1978,BU,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,- ,2/10/1960,"Charleston, Massachusetts",1978,BU,Charleston,Massachusetts,United States
Marshall,Donald,Donald Marshall,5-8 ,,"Hull, Massachusetts",1978,BU,Hull,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9 ,,"Belleville, Ontario",1978,BU,Belleville,Ontario,Canada
Melanson,John,John Melanson,- ,03/29/1957,"Wakefield, Massachusetts",1978,BU,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1978,BU,Billerica,Massachusetts,United States
Mullen,Mickey,Mickey Mullen,- ,06/28/1956,"Sarnia, Ontario",1978,BU,Sarnia,Ontario,Canada
Silk,Dave,Dave Silk,5-11,1/1/1958,"Scituate, Massachusetts",1978,BU,Scituate,Massachusetts,United States
Van Luvan,Ken,Ken Van Luvan,- ,,,1978,BU,,,
Craig,Jim,Jim Craig,6-1 ,5/31/1957,"Easton, Massachusetts",1978,BU,Easton,Massachusetts,United States
Weisman,Jeff,Jeff Weisman,- ,06/16/1959,"Clayton, Missouri",1978,BU,Clayton,Missouri,United States
Wels,Robert,Robert Wels,- ,,,1978,BU,,,
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1979,BU,Cambridge,Massachusetts,United States
Callaghan,Kevin,Kevin Callaghan,- ,,,1979,BU,,,
Klapes,George,George Klapes,- ,11/22/1960,"Brookline, Massachusetts",1979,BU,Brookline,Massachusetts,United States
Nieland,Scott,Scott Nieland,- ,,"Edina, Minnesota",1979,BU,Edina,Minnesota,United States
Simpson,Steve,Steve Simpson,- ,05/26/1959,"Boxford, Massachusetts",1979,BU,Boxford,Massachusetts,United States
Whelton,Bill,Bill Whelton,6-1 ,8/28/1958,"Everett, Massachusetts",1979,BU,Everett,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1979,BU,Somerville,Massachusetts,United States
Carnevale,Dan,Dan Carnevale,- ,12/07/1960,"Beverly, Massachusetts",1979,BU,Beverly,Massachusetts,United States
Cotter,Bill,Bill Cotter,- ,4/22/1959,"Charlestown, Massachusetts",1979,BU,Charlestown,Massachusetts,United States
Davies,Rob,Rob Davies,5-9 ,12/18/1958,"Pointe-Claire, Quebec",1979,BU,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1979,BU,Springfield,Massachusetts,United States
Fidler,Mark,Mark Fidler,- ,,"Charlestown, Massachusetts",1979,BU,Charlestown,Massachusetts,United States
Goegan,Grant,Grant Goegan,5-11,1/15/1955,"Victoria, British Columbia",1979,BU,Victoria,British Columbia,Canada
Johnson,Todd,Todd Johnson,- ,4/16/1958,"Wayland, Massachusetts",1979,BU,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,- ,,"Beverly, Massachusetts",1979,BU,Beverly,Massachusetts,United States
LeBlond,Bill,Bill LeBlond,- ,01/11/1957,"New Canaan, Connecticut",1979,BU,New Canaan,Connecticut,United States
MacLeod,Daryl,Daryl MacLeod,- ,2/10/1960,"Charleston, Massachusetts",1979,BU,Charleston,Massachusetts,United States
Marshall,Donald,Donald Marshall,5-8 ,,"Hull, Massachusetts",1979,BU,Hull,Massachusetts,United States
Meagher,Tony,Tony Meagher,5-9 ,,"Belleville, Ontario",1979,BU,Belleville,Ontario,Canada
Melanson,John,John Melanson,- ,03/29/1957,"Wakefield, Massachusetts",1979,BU,Wakefield,Massachusetts,United States
Miller,Paul,Paul Miller,5-10,8/21/1959,"Billerica, Massachusetts",1979,BU,Billerica,Massachusetts,United States
Sinclair,Marc,Marc Sinclair,- ,04/12/1960,"Mississauga, Ontario",1979,BU,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,- ,06/29/1960,"Spring Valley, New York",1979,BU,Spring Valley,New York,United States
Weisman,Jeff,Jeff Weisman,- ,06/16/1959,"Clayton, Missouri",1979,BU,Clayton,Missouri,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1980,BU,Cambridge,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,- ,01/10/1962,"Quincy, Massachusetts",1980,BU,Quincy,Massachusetts,United States
Dunbar,Dale,Dale Dunbar,6-0 ,10/14/1961,"Winthrop, Massachusetts",1980,BU,Winthrop,Massachusetts,United States
Jantzi,Mike,Mike Jantzi,- ,10/19/1962,"Getzville, New York",1980,BU,Getzville,New York,United States
Klapes,George,George Klapes,- ,11/22/1960,"Brookline, Massachusetts",1980,BU,Brookline,Massachusetts,United States
Milton,Bruce,Bruce Milton,6-3 ,6/24/1962,"Brookline, Massachusetts",1980,BU,Brookline,Massachusetts,United States
Simpson,Steve,Steve Simpson,- ,05/26/1959,"Boxford, Massachusetts",1980,BU,Boxford,Massachusetts,United States
Smith,Les,Les Smith,- ,,"Mississauga, Ontario",1980,BU,Mississauga,Ontario,Canada
Whelton,Bill,Bill Whelton,6-1 ,8/28/1958,"Everett, Massachusetts",1980,BU,Everett,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1980,BU,Somerville,Massachusetts,United States
Burdett,Danny,Danny Burdett,- ,,,1980,BU,,,
Carnevale,Dan,Dan Carnevale,- ,12/07/1960,"Beverly, Massachusetts",1980,BU,Beverly,Massachusetts,United States
Cotter,Bill,Bill Cotter,- ,4/22/1959,"Charlestown, Massachusetts",1980,BU,Charlestown,Massachusetts,United States
Darling,Bob,Bob Darling,5-11,,"Mississauga, Ontario",1980,BU,Mississauga,Ontario,Canada
Davies,Rob,Rob Davies,5-9 ,12/18/1958,"Pointe-Claire, Quebec",1980,BU,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1980,BU,Springfield,Massachusetts,United States
Fidler,Mark,Mark Fidler,- ,,"Charlestown, Massachusetts",1980,BU,Charlestown,Massachusetts,United States
Johnson,Todd,Todd Johnson,- ,4/16/1958,"Wayland, Massachusetts",1980,BU,Wayland,Massachusetts,United States
Kimball,Tim,Tim Kimball,- ,,"Beverly, Massachusetts",1980,BU,Beverly,Massachusetts,United States
Luimes,John,John Luimes,- ,,,1980,BU,,,
MacLeod,Daryl,Daryl MacLeod,- ,2/10/1960,"Charleston, Massachusetts",1980,BU,Charleston,Massachusetts,United States
Mays,Chris,Chris Mays,- ,02/04/1961,"Weston, Ontario",1980,BU,Weston,Ontario,Canada
Pierog,Mark,Mark Pierog,6-0 ,01/09/1961,"Mississauga, Ontario",1980,BU,Mississauga,Ontario,Canada
Sinclair,Marc,Marc Sinclair,- ,04/12/1960,"Mississauga, Ontario",1980,BU,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,- ,06/29/1960,"Spring Valley, New York",1980,BU,Spring Valley,New York,United States
Daskalakis,Cleon,Cleon Daskalakis,5-9 ,9/29/1962,"Boston, Massachusetts",1980,BU,Boston,Massachusetts,United States
Weisman,Jeff,Jeff Weisman,- ,06/16/1959,"Clayton, Missouri",1980,BU,Clayton,Missouri,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1981,BU,Cambridge,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,- ,01/10/1962,"Quincy, Massachusetts",1981,BU,Quincy,Massachusetts,United States
Delorey,Joe,Joe Delorey,- ,2/9/1963,"Concord, Massachusetts",1981,BU,Concord,Massachusetts,United States
Dunbar,Dale,Dale Dunbar,6-0 ,10/14/1961,"Winthrop, Massachusetts",1981,BU,Winthrop,Massachusetts,United States
Jantzi,Mike,Mike Jantzi,- ,10/19/1962,"Getzville, New York",1981,BU,Getzville,New York,United States
Klapes,George,George Klapes,- ,11/22/1960,"Brookline, Massachusetts",1981,BU,Brookline,Massachusetts,United States
Milton,Bruce,Bruce Milton,6-3 ,6/24/1962,"Brookline, Massachusetts",1981,BU,Brookline,Massachusetts,United States
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1981,BU,Somerville,Massachusetts,United States
Barker,Fred,Fred Barker,- ,09/17/1962,"Franklin, Massachusetts",1981,BU,Franklin,Massachusetts,United States
Carlacci,Cesare,Cesare Carlacci,5-5 ,7/14/1960,"Ceprano, Italy",1981,BU,Ceprano,Italy,Italy
Carnevale,Dan,Dan Carnevale,- ,12/07/1960,"Beverly, Massachusetts",1981,BU,Beverly,Massachusetts,United States
Darling,Bob,Bob Darling,5-11,07/03/1961,"Mississauga, Ontario",1981,BU,Mississauga,Ontario,Canada
Davies,Rob,Rob Davies,5-9 ,12/18/1958,"Pointe-Claire, Quebec",1981,BU,Pointe-Claire,Quebec,Canada
Fenton,Paul,Paul Fenton,5-11,12/22/1959,"Springfield, Massachusetts",1981,BU,Springfield,Massachusetts,United States
LaGarde,Denis,Denis LaGarde,- ,10/29/1960,"Roxboro, Quebec",1981,BU,Roxboro,Quebec,Canada
Little,Tim,Tim Little,- ,01/07/1961,"Haileybury, Ontario",1981,BU,Haileybury,Ontario,Canada
Manty,Scott,Scott Manty,- ,11/02/1962,"Walpole, Massachusetts",1981,BU,Walpole,Massachusetts,United States
Mays,Chris,Chris Mays,- ,02/04/1961,"Weston, Ontario",1981,BU,Weston,Ontario,Canada
Mutch,Kevin,Kevin Mutch,- ,4/27/1962,"Canton, Massachusetts",1981,BU,Canton,Massachusetts,United States
Pierog,Mark,Mark Pierog,6-0 ,01/09/1961,"Mississauga, Ontario",1981,BU,Mississauga,Ontario,Canada
Sinclair,Marc,Marc Sinclair,- ,04/12/1960,"Mississauga, Ontario",1981,BU,Mississauga,Ontario,Canada
Barich,Bob,Bob Barich,- ,06/29/1960,"Spring Valley, New York",1981,BU,Spring Valley,New York,United States
Daskalakis,Cleon,Cleon Daskalakis,5-9 ,9/29/1962,"Boston, Massachusetts",1981,BU,Boston,Massachusetts,United States
O'Regan,Tom,Tom O'Regan,5-11,12/29/1961,"Cambridge, Massachusetts",1982,BU,Cambridge,Massachusetts,United States
Cappellano,Joe,Joe Cappellano,- ,02/29/1964,"Weymouth, Massachusetts",1982,BU,Weymouth,Massachusetts,United States
Connolly,T.J.,T.J. Connolly,- ,01/10/1962,"Quincy, Massachusetts",1982,BU,Quincy,Massachusetts,United States
Delorey,Joe,Joe Delorey,- ,2/9/1963,"Concord, Massachusetts",1982,BU,Concord,Massachusetts,United States
Dunbar,Dale,Dale Dunbar,6-0 ,10/14/1961,"Winthrop, Massachusetts",1982,BU,Winthrop,Massachusetts,United States
Klapes,George,George Klapes,- ,11/22/1960,"Brookline, Massachusetts",1982,BU,Brookline,Massachusetts,United States
Matchett,Chris,Chris Matchett,5-9 ,6/9/1964,"Calgary, Alberta",1982,BU,Calgary,Alberta,Canada
August,Jerry,Jerry August,5-11,11/21/1960,"Somerville, Massachusetts",1982,BU,Somerville,Massachusetts,United States
Carlacci,Cesare,Cesare Carlacci,5-5 ,7/14/1960,"Ceprano, Italy",1982,BU,Ceprano,Italy,Italy
Carnevale,Dan,Dan Carnevale,- ,12/07/1960,"Beverly, Massachusetts",1982,BU,Beverly,Massachusetts,United States
Darling,Bob,Bob Darling,5-11,07/03/1961,"Mississauga, Ontario",1982,BU,Mississauga,Ontario,Canada
Gerlitz,Paul,Paul Gerlitz,6-0 ,3/23/1963,"Calgary, Alberta",1982,BU,Calgary,Alberta,Canada
LaGarde,Denis,Denis LaGarde,- ,10/29/1960,"Roxboro, Quebec",1982,BU,Roxboro,Quebec,Canada
Little,Tim,Tim Little,- ,01/07/1961,"Haileybury, Ontario",1982,BU,Haileybury,Ontario,Canada
MacGregor,Brad,Brad MacGregor,6-1 ,7/22/1964,"Edmonton, Alberta",1982,BU,Edmonton,Alberta,Canada
Majkozak,Tony,Tony Majkozak,5-8 ,12/17/1963,"Minneapolis, Minnesota",1982,BU,Minneapolis,Minnesota,United States
Marshall,Peter,Peter Marshall,5-8 ,10/14/1963,"Beverly, Massachusetts",1982,BU,Beverly,Massachusetts,United States
Mays,Chris,Chris Mays,- ,02/04/1961,"Weston, Ontario",1982,BU,Weston,Ontario,Canada
Mutch,Kevin,Kevin Mutch,- ,4/27/1962,"Canton, Massachusetts",1982,BU,Canton,Massachusetts,United States
Pierog,Mark,Mark Pierog,6-0 ,01/09/1961,"Mississauga, Ontario",1982,BU,Mississauga,Ontario,Canada
Sinclair,Marc,Marc Sinclair,- ,04/12/1960,"Mississauga, Ontario",1982,BU,Mississauga,Ontario,Canada
Sullivan,Chuck,Chuck Sullivan,- ,07/28/1964,"Winthrop, Massachusetts",1982,BU,Winthrop,Massachusetts,United States
Tiano,John,John Tiano,5-11,04/25/1964,"Winthrop, Massachusetts",1982,BU,Winthrop,Massachusetts,United States
Van Camp,Carl,Carl Van Camp,- ,02/07/1963,"Melfort, Saskatchewan",1982,BU,Melfort,Saskatchewan,Canada
Barich,Bob,Bob Barich,- ,06/29/1960,"Spring Valley, New York",1982,BU,Spring Valley,New York,United States
Daskalakis,Cleon,Cleon Daskalakis,5-9 ,9/29/1962,"Boston, Massachusetts",1982,BU,Boston,Massachusetts,United States
Cappellano,Joe,Joe Cappellano,- ,02/29/1964,"Weymouth, Massachusetts",1983,BU,Weymouth,Massachusetts,United States
